PRAD,HR,P-value,Hr-Inv-lst,PCPG,HR,P-value,Hr-Inv-lst,PAAD,HR,P-value,Hr-Inv-lst,OV,HR,P-value,Hr-Inv-lst,THYM,HR,P-value,Hr-Inv-lst,UVM,HR,P-value,Hr-Inv-lst,UCEC,HR,P-value,Hr-Inv-lst,UCS,HR,P-value,Hr-Inv-lst,THCA,HR,P-value,Hr-Inv-lst,TGCT,HR,P-value,Hr-Inv-lst,STAD,HR,P-value,Hr-Inv-lst,SKCM,HR,P-value,Hr-Inv-lst,SARC,HR,P-value,Hr-Inv-lst,READ,HR,P-value,Hr-Inv-lst,LUAD,HR,P-value,Hr-Inv-lst,MESO,HR,P-value,Hr-Inv-lst,LUSC,HR,P-value,Hr-Inv-lst,LIHC,HR,P-value,Hr-Inv-lst,LGG,HR,P-value,Hr-Inv-lst,LAML,HR,P-value,Hr-Inv-lst,KIRP,HR,P-value,Hr-Inv-lst,KIRC,HR,P-value,Hr-Inv-lst,KICH,HR,P-value,Hr-Inv-lst,HNSC,HR,P-value,Hr-Inv-lst,GBM,HR,P-value,Hr-Inv-lst,ESCA,HR,P-value,Hr-Inv-lst,DLBC,HR,P-value,Hr-Inv-lst,CHOL,HR,P-value,Hr-Inv-lst,CESC,HR,P-value,Hr-Inv-lst,BRCA,HR,P-value,Hr-Inv-lst,BLCA,HR,P-value,Hr-Inv-lst,ACC,HR,P-value,Hr-Inv-lst,COAD,HR,P-value,Hr-Inv-lst
ISG20,1.93467023,0.37434668,0.51688396,ISG20,0.54440394,0.48549521,1.83687134,ISG20,1.00486379,0.98515594,0.99515975,ISG20,0.76585732,0.09003013,1.30572624,ISG20,1.097372073,0.909698783,0.911267951,ISG20,19.4033999,0.00574734,0.05153736,ISG20,4.57807878,0.04989869,0.21843224,ISG20,0.87335193,0.71084399,1.14501379,ISG20,1.05074514,0.92731467,0.95170557,ISG20,2.21666028,0.51585477,0.45112912,ISG20,1.16570537,0.49819705,0.8578497,ISG20,0.75695498,0.09085125,1.32108252,ISG20,0.90341609,0.66163758,1.10690967,ISG20,1.348201111,0.697738476,0.741729103,ISG20,1.286799056,0.175103339,0.777122112,ISG20,0.85798596,0.5704578,1.16552024,ISG20,1.0254549,0.87760309,0.97517697,ISG20,0.831869907,0.38595065,1.202111042,ISG20,2.427438864,4.99E-05,0.411956822,ISG20,1.916501584,0.000712666,0.521784072,ISG20,2.110088822,0.046292243,0.4739137,ISG20,1.741386823,0.000662944,0.574254948,ISG20,4.316294427,0.06827444,0.23168021,ISG20,0.936644589,0.67472055,1.067640823,ISG20,1.279787861,0.208100021,0.781379501,ISG20,0.566135862,0.035038796,1.766360457,ISG20,2.681400005,0.395553947,0.372939509,ISG20,0.994850516,0.991888902,1.005176138,ISG20,0.557868911,0.026325878,1.792535808,ISG20,0.707579161,0.082773029,1.413269434,ISG20,1.354058904,0.122201005,0.738520309,ISG20,2.718442508,0.025752756,0.367857697,ISG20,1.091846855,0.787099756,0.915879361
JUN,0.68657604,0.6018079,1.4565029,JUN,0.19067427,0.13289555,5.24454601,JUN,0.94453398,0.83009387,1.05872316,JUN,1.27327105,0.12632601,0.78537873,JUN,6.320500157,0.095847116,0.158215327,JUN,1.20472588,0.73944885,0.83006434,JUN,1.40179562,0.56605275,0.71337076,JUN,1.092804,0.80554562,0.91507718,JUN,1.04798573,0.93102363,0.95421147,JUN,0.41376224,0.47196459,2.41684691,JUN,1.04183132,0.85723289,0.95984828,JUN,1.06202132,0.71045438,0.94160068,JUN,1.19179598,0.4487753,0.83906979,JUN,1.629058482,0.657335948,0.613851505,JUN,1.080183938,0.672140077,0.925768256,JUN,1.32606088,0.29215687,0.75411319,JUN,1.21465467,0.22860521,0.82327926,JUN,1.34994586,0.16137429,0.740770448,JUN,1.968453298,0.002187787,0.508013069,JUN,0.683989664,0.044522473,1.462010397,JUN,0.935692194,0.852468198,1.068727522,JUN,0.986820844,0.933159038,1.013355165,JUN,0.298785186,0.132055438,3.346886144,JUN,1.193650405,0.258956717,0.83776623,JUN,1.383917096,0.098512541,0.722586637,JUN,1.561503644,0.102222767,0.640408368,JUN,1.224313129,0.840593445,0.816784511,JUN,0.263421101,0.025641511,3.796203103,JUN,1.790711428,0.025829018,0.55843727,JUN,0.668950386,0.041842183,1.494879173,JUN,1.067646973,0.734313342,0.936639194,JUN,1.714329942,0.184569756,0.583318284,JUN,0.73544707,0.345608281,1.359717158
KRT18,1.28948641,0.72879957,0.77550255,KRT18,0.41085827,0.30760167,2.43392935,KRT18,1.7473596,0.04258948,0.57229204,KRT18,1.2292696,0.18597109,0.8134912,KRT18,8.13083918,0.057162599,0.122988535,KRT18,0.98856807,0.98360467,1.01156413,KRT18,0.86252739,0.80260134,1.15938347,KRT18,1.6795113,0.16368276,0.5954113,KRT18,0.77403683,0.63704867,1.29192819,KRT18,1.72449477,0.65656071,0.57987999,KRT18,1.15743152,0.51683842,0.863982,KRT18,0.76191658,0.09421557,1.31247964,KRT18,1.2477135,0.34031067,0.80146604,KRT18,0.909451804,0.911265794,1.099563491,KRT18,1.180183751,0.374661027,0.84732568,KRT18,1.07306181,0.79843039,0.93191276,KRT18,0.89798089,0.50527731,1.11360944,KRT18,1.068107936,0.757190365,0.936234968,KRT18,1.39080125,0.121417306,0.719009995,KRT18,1.040258593,0.83335503,0.961299437,KRT18,1.476441412,0.274636228,0.677304221,KRT18,1.12487793,0.459571575,0.88898535,KRT18,1.044085028,0.948857342,0.9577764,KRT18,1.314228464,0.081095365,0.76090271,KRT18,1.415508127,0.088013136,0.706460091,KRT18,0.814412274,0.464274351,1.227879333,KRT18,2.455477355,0.438856559,0.407252789,KRT18,1.156279093,0.781767318,0.864843104,KRT18,1.488559277,0.131651797,0.671790513,KRT18,1.079178026,0.698352574,0.926631173,KRT18,0.708735527,0.079202671,1.410963556,KRT18,0.94195195,0.881854619,1.061625277,KRT18,0.648012672,0.183497964,1.543179698
LEF1,1.97424561,0.35984535,0.50652259,LEF1,0.62382024,0.60533331,1.6030259,LEF1,1.1691666,0.55013432,0.8553101,LEF1,0.94564103,0.71927819,1.05748373,LEF1,0.106801913,0.04970394,9.363128178,LEF1,7.43217463,0.0097687,0.13455012,LEF1,0.46318059,0.20380142,2.15898513,LEF1,1.04337908,0.90669246,0.95842443,LEF1,3.36484461,0.04095926,0.29719054,LEF1,639954979,0.99885184,1.56E-09,LEF1,1.5124909,0.06503736,0.661161,LEF1,0.89100824,0.47703183,1.12232408,LEF1,1.06557304,0.7845259,0.93846218,LEF1,7.525237797,0.063318396,0.132886166,LEF1,0.883456031,0.496733468,1.131918244,LEF1,1.29296974,0.34147736,0.7734133,LEF1,0.73048776,0.05196058,1.36894833,LEF1,1.200712957,0.397437556,0.832838518,LEF1,1.891248946,0.002899073,0.528751121,LEF1,0.700682355,0.059200068,1.427180224,LEF1,2.815850993,0.008488733,0.355132428,LEF1,1.519041064,0.010332631,0.658310051,LEF1,1.160782706,0.824329998,0.861487679,LEF1,0.726591369,0.041658257,1.376289401,LEF1,0.956921619,0.824012405,1.045017669,LEF1,1.263306113,0.389148959,0.791573784,LEF1,1.265044663,0.814994641,0.790485925,LEF1,0.971821724,0.954909495,1.028995314,LEF1,0.765180559,0.311109044,1.306881086,LEF1,0.592839382,0.009710149,1.686797523,LEF1,1.223704695,0.297581018,0.817190621,LEF1,2.878118515,0.015185459,0.347449209,LEF1,0.911962557,0.772646546,1.096536248
LGALS3,1.67981978,0.47775817,0.59530195,LGALS3,1.85098789,0.48008877,0.54025205,LGALS3,2.03988985,0.00928553,0.49022255,LGALS3,0.80180237,0.15139647,1.24719013,LGALS3,1.557688212,0.605177374,0.641976997,LGALS3,2.05423726,0.24079075,0.48679869,LGALS3,1.60940683,0.43796864,0.62134694,LGALS3,0.85777924,0.6754997,1.16580112,LGALS3,0.44191454,0.13487917,2.26288097,LGALS3,633205339,0.99885217,1.58E-09,LGALS3,0.89902298,0.6396357,1.11231862,LGALS3,1.03074427,0.85271978,0.97017275,LGALS3,0.85543355,0.50248931,1.16899787,LGALS3,0.949567899,0.947301288,1.053110579,LGALS3,1.046027084,0.808547555,0.955998191,LGALS3,1.15780512,0.58680182,0.86370321,LGALS3,0.92088511,0.6087718,1.08591179,LGALS3,1.111433274,0.61986902,0.899739124,LGALS3,1.788196028,0.006196517,0.559222806,LGALS3,0.995964159,0.982788322,1.004052195,LGALS3,1.507178941,0.27282324,0.663491224,LGALS3,1.146364977,0.388837253,0.872322532,LGALS3,0.956304076,0.947043037,1.0456925,LGALS3,0.934337837,0.663548533,1.070276682,LGALS3,1.070371695,0.729684653,0.934254899,LGALS3,0.751494747,0.300596919,1.330681291,LGALS3,1.14622557,0.891483353,0.872428627,LGALS3,1.30440909,0.605480804,0.766630659,LGALS3,0.84854855,0.530065901,1.178482951,LGALS3,0.87939699,0.513194233,1.13714285,LGALS3,0.8069589,0.275272457,1.239220486,LGALS3,1.375663297,0.429031171,0.726922062,LGALS3,0.725113993,0.314564149,1.379093507
LMNA,0.89725613,0.87855839,1.11450896,LMNA,2.75176181,0.36662817,0.36340355,LMNA,1.09709747,0.72295305,0.91149604,LMNA,1.02318497,0.88216317,0.9773404,LMNA,5.363533971,0.12565933,0.186444237,LMNA,1.04909407,0.93203133,0.95320337,LMNA,0.96598857,0.95044885,1.03520894,LMNA,0.86458313,0.69029538,1.15662678,LMNA,0.86261551,0.79299219,1.15926504,LMNA,1.72449477,0.65656071,0.57987999,LMNA,1.3387624,0.19933222,0.74695853,LMNA,0.92777339,0.65134811,1.07784941,LMNA,1.17496046,0.48659946,0.85109247,LMNA,5.19238978,0.052855116,0.192589548,LMNA,1.084616669,0.657986361,0.921984724,LMNA,2.64174783,0.00121291,0.37853727,LMNA,1.01470674,0.92866761,0.98550642,LMNA,0.940505867,0.775539043,1.063257588,LMNA,2.491901189,3.89E-05,0.401300021,LMNA,1.84121005,0.001382614,0.543121085,LMNA,0.907195371,0.784505026,1.102298394,LMNA,1.142491455,0.401049276,0.87528007,LMNA,0.558285394,0.40994067,1.791198572,LMNA,1.004900591,0.975007525,0.995123308,LMNA,1.34815323,0.127492539,0.741755445,LMNA,0.893003264,0.671265203,1.119816736,LMNA,0.701912163,0.723978241,1.424679686,LMNA,0.843129383,0.743581961,1.186057585,LMNA,0.957088919,0.865654471,1.044834999,LMNA,0.676716647,0.050860408,1.477723363,LMNA,1.11318733,0.577948967,0.8983214,LMNA,2.050263957,0.080433035,0.487742077,LMNA,1.14281862,0.673759227,0.875029495
LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,0.661990884,0.622658152,1.510594821,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,,,,LPPR4,1.24458691,0.496477323,0.803479445
LUM,0.1376681,0.06569104,7.2638467,LUM,0.17303893,0.1115484,5.77904631,LUM,1.15112562,0.5940346,0.86871492,LUM,1.1974879,0.24777559,0.83508151,LUM,1.342828339,0.71865182,0.744696825,LUM,0.77222199,0.65920551,1.29496441,LUM,0.87919653,0.82374908,1.13740212,LUM,0.64625352,0.23409723,1.54738036,LUM,1.89073905,0.28364237,0.52889371,LUM,1.87466236,0.60801274,0.53342939,LUM,1.48479868,0.08265014,0.67349198,LUM,1.12431748,0.47568885,0.88942849,LUM,0.80368757,0.34734861,1.24426461,LUM,0.533112777,0.455053418,1.875775712,LUM,1.125882239,0.523140491,0.888192357,LUM,1.20589436,0.48211129,0.82926004,LUM,1.19260786,0.27793233,0.83849858,LUM,1.089440291,0.688620764,0.91790253,LUM,1.250977101,0.288767343,0.799375144,LUM,0.671869067,0.035067985,1.488385237,LUM,2.690734562,0.015529489,0.371645726,LUM,1.637809149,0.002186599,0.610571751,LUM,0.925623322,0.908502233,1.080353072,LUM,0.890047798,0.455451221,1.123535165,LUM,1.168473306,0.4337164,0.855817583,LUM,1.297987898,0.333130894,0.770423208,LUM,5.54E-10,0.999157356,1805969989,LUM,0.741186704,0.563063171,1.349187721,LUM,0.810929665,0.423831701,1.233152569,LUM,1.013283339,0.94791289,0.986890795,LUM,1.048967532,0.80546984,0.953318353,LUM,2.283541001,0.045247501,0.437916376,LUM,1.955126847,0.044497874,0.511475765
MADD,1.73425034,0.47143158,0.57661802,MADD,5.82662241,0.10985002,0.17162602,MADD,0.61888162,0.07168483,1.6158179,MADD,1.08768756,0.58499257,0.91938167,MADD,0.789696427,0.782733845,1.266309389,MADD,0.45688913,0.19387462,2.18871482,MADD,0.54490052,0.32193875,1.83519737,MADD,0.70570349,0.34016286,1.41702573,MADD,1.33173155,0.59332241,0.75090209,MADD,1.95633375,0.58387443,0.51116022,MADD,1.03888822,0.86694849,0.96256747,MADD,0.86408293,0.36676546,1.15729633,MADD,0.76622546,0.25488611,1.3050989,MADD,0.506350939,0.388730883,1.974914873,MADD,0.913445929,0.620286479,1.094755549,MADD,0.39195719,0.00082935,2.55129902,MADD,1.27229479,0.13556769,0.78598137,MADD,0.971121021,0.890432303,1.029737776,MADD,0.453997784,0.000329366,2.202653921,MADD,1.230213351,0.27072625,0.812867133,MADD,0.551085109,0.110505808,1.814601745,MADD,0.953518048,0.764171348,1.048747847,MADD,9.4453145,0.034500519,0.1058726,MADD,0.776601242,0.107461684,1.287662117,MADD,0.933213636,0.723611407,1.071565997,MADD,1.051811355,0.854610379,0.950740829,MADD,0.683148419,0.703839313,1.46381075,MADD,0.981223253,0.970840921,1.01913606,MADD,1.013957881,0.957674364,0.98623426,MADD,0.907674065,0.623368814,1.101717058,MADD,0.871010659,0.475369562,1.148091576,MADD,0.244607948,0.001699046,4.088174596,MADD,1.187099844,0.598036911,0.842389126
MCL1,0.56966044,0.44219354,1.75543171,MCL1,1.03679443,0.96513894,0.96451135,MCL1,1.10206813,0.7119714,0.90738492,MCL1,1.07880839,0.62335754,0.92694866,MCL1,3.223605523,0.181690418,0.310211654,MCL1,2.8313676,0.09167459,0.35318621,MCL1,4.37671427,0.02579,0.2284819,MCL1,1.0480146,0.89669698,0.95418518,MCL1,2.00796037,0.28785736,0.4980178,MCL1,0.51666286,0.58983859,1.93549813,MCL1,0.95647934,0.8430983,1.04550089,MCL1,0.68185235,0.0182739,1.46659316,MCL1,1.38050378,0.16784533,0.72437324,MCL1,2.209937677,0.344985582,0.452501449,MCL1,1.305268785,0.14483618,0.766125729,MCL1,1.11641578,0.68164362,0.89572364,MCL1,0.88519097,0.45470115,1.12969973,MCL1,1.188484754,0.425746985,0.841407512,MCL1,1.602107637,0.029514543,0.624177787,MCL1,0.998164034,0.992195768,1.001839343,MCL1,2.83676635,0.008114001,0.352514052,MCL1,1.118676242,0.478792203,0.893913684,MCL1,0.6543577,0.549200875,1.528216143,MCL1,1.210443618,0.221443511,0.826143395,MCL1,1.107902213,0.601985825,0.902606736,MCL1,0.86699426,0.595771571,1.153410174,MCL1,1.127409411,0.904746184,0.886989225,MCL1,1.025441887,0.962029359,0.975189343,MCL1,1.103412202,0.705807677,0.906279628,MCL1,0.793303609,0.240455038,1.260551432,MCL1,0.991450591,0.964584487,1.008623131,MCL1,2.368750762,0.039670666,0.422163453,MCL1,0.916113638,0.787249407,1.091567637
MGMT,1.07806027,0.91674281,0.92759193,MGMT,0.25918742,0.22725559,3.85821199,MGMT,1.36794835,0.24261659,0.73102175,MGMT,1.1241118,0.44956204,0.88959123,MGMT,0.966715624,0.967041823,1.03443037,MGMT,0.49886899,0.25075683,2.0045343,MGMT,1.12363548,0.83420341,0.88996834,MGMT,2.51985407,0.01208473,0.39684838,MGMT,0.88322158,0.81684284,1.13221871,MGMT,1.93549813,0.58983859,0.51666286,MGMT,0.8694841,0.53460292,1.15010729,MGMT,1.10429326,0.54296218,0.90555655,MGMT,1.09633441,0.69146667,0.91213045,MGMT,3.520377864,0.261629983,0.284060416,MGMT,0.726846585,0.079582986,1.375806147,MGMT,0.97092817,0.9117944,1.02994231,MGMT,1.13399768,0.437435,0.88183602,MGMT,0.516853856,0.002609925,1.934782897,MGMT,1.354757746,0.147788099,0.738139349,MGMT,1.252891385,0.230747512,0.798153784,MGMT,0.799283236,0.531410617,1.251120948,MGMT,1.018569206,0.907589723,0.981769324,MGMT,0.537962352,0.381430595,1.858866137,MGMT,1.014421684,0.926871025,0.985783345,MGMT,1.422972404,0.077799011,0.702754317,MGMT,0.993871547,0.981769631,1.006166242,MGMT,1.441354108,0.715540865,0.693792035,MGMT,1.075607971,0.890453085,0.929706759,MGMT,0.455402711,0.003453934,2.195858689,MGMT,0.723683115,0.101884532,1.381820275,MGMT,0.95899357,0.828125861,1.042759859,MGMT,1.105990896,0.801680557,0.904166574,MGMT,1.432956713,0.261770474,0.697857787
MMP2,0.16613447,0.09668595,6.01922033,MMP2,0.93910685,0.93926775,1.06484155,MMP2,1.10711688,0.6986769,0.903247,MMP2,1.24601451,0.16038927,0.80255887,MMP2,0.968723743,0.969068113,1.032286044,MMP2,3.33037083,0.07267237,0.30026686,MMP2,0.64047463,0.44708292,1.56134208,MMP2,1.16285392,0.67736827,0.85995324,MMP2,2.36413991,0.14661747,0.42298681,MMP2,2.05949626,0.55541849,0.48555563,MMP2,1.59291093,0.03921565,0.62778149,MMP2,1.40191174,0.03832491,0.71331167,MMP2,0.9670874,0.88516608,1.03403271,MMP2,0.968830824,0.971126909,1.032171949,MMP2,1.101538834,0.599128017,0.907820922,MMP2,1.14883185,0.60151613,0.8704494,MMP2,1.27463744,0.13313389,0.78453682,MMP2,1.064205744,0.76974812,0.939667922,MMP2,1.478991097,0.080934477,0.676136592,MMP2,0.697679945,0.057530538,1.43332198,MMP2,1.402786785,0.344266775,0.71286671,MMP2,1.146886613,0.389635859,0.871925776,MMP2,0.976060445,0.971214333,1.024526713,MMP2,1.000864827,0.995587809,0.99913592,MMP2,1.260320057,0.241953904,0.793449247,MMP2,1.283771988,0.356603167,0.778954526,MMP2,0.349405033,0.363320422,2.862008002,MMP2,1.50921806,0.432001548,0.662594774,MMP2,1.630349018,0.060289648,0.613365598,MMP2,0.766100065,0.185167252,1.305312512,MMP2,1.06208888,0.755653577,0.941540787,MMP2,0.848238017,0.683227873,1.178914385,MMP2,1.778487039,0.082957709,0.562275675
NEDD9,3.14641666,0.16443592,0.31782186,NEDD9,0.52834833,0.48707948,1.89269075,NEDD9,0.72311458,0.21550079,1.3829067,NEDD9,1.37845867,0.03953746,0.72544794,NEDD9,0.24896207,0.206294619,4.016676121,NEDD9,4.70E-10,0.99848844,2126476728,NEDD9,0.94599141,0.92344763,1.05709205,NEDD9,1.15335726,0.69398247,0.86703404,NEDD9,1.52737225,0.44837659,0.65471924,NEDD9,1.99453098,0.5729585,0.50137101,NEDD9,1.22870872,0.3605083,0.81386254,NEDD9,0.8580964,0.34675331,1.16537023,NEDD9,1.32463599,0.22742789,0.75492437,NEDD9,1.11E-09,0.999042549,897011010.9,NEDD9,0.81910905,0.282824788,1.220838666,NEDD9,1.65618097,0.05996264,0.60379875,NEDD9,0.99069675,0.95426302,1.00939061,NEDD9,1.001497047,0.994522547,0.998505191,NEDD9,1.658842448,0.022427927,0.602830004,NEDD9,1.83592204,0.001453478,0.544685438,NEDD9,1.01694133,0.962325686,0.983340897,NEDD9,0.572375214,0.000699218,1.747105702,NEDD9,0.467623723,0.28282989,2.138471491,NEDD9,1.044114385,0.781597812,0.957749471,NEDD9,1.022143409,0.911114678,0.978336299,NEDD9,0.706864847,0.202410037,1.414697596,NEDD9,2.22098569,0.490073864,0.450250537,NEDD9,2.078533313,0.182290677,0.481108479,NEDD9,0.785821696,0.358133898,1.27255331,NEDD9,0.533265439,0.002041117,1.875238723,NEDD9,0.792058673,0.22775645,1.262532731,NEDD9,1.38257364,0.422398177,0.723288779,NEDD9,0.594216142,0.118427109,1.682889321
NEFH,0.22987339,0.17462956,4.35022086,NEFH,0.6608045,0.63384248,1.51330689,NEFH,0.63529334,0.09239602,1.57407599,NEFH,0.98899472,0.9434301,1.01112774,NEFH,0.628788172,0.59298588,1.590360705,NEFH,1.92519339,0.27793684,0.51942834,NEFH,1.23662059,0.71718255,0.80865547,NEFH,0.9742474,0.94515987,1.02643333,NEFH,0.53899254,0.25640292,1.85531325,NEFH,1.93E-09,0.99886951,516879859,NEFH,1.24663785,0.33345203,0.80215758,NEFH,1.00593846,0.97089257,0.99409659,NEFH,1.53106677,0.06735085,0.65313938,NEFH,1.359908503,0.692744008,0.735343589,NEFH,1.183722275,0.353543578,0.844792753,NEFH,0.62142968,0.09131815,1.60919253,NEFH,1.15528349,0.36993446,0.86558841,NEFH,1.269027616,0.264746696,0.788004916,NEFH,0.676574627,0.065365486,1.478033554,NEFH,0.712760549,0.073620052,1.40299572,NEFH,1.59204267,0.19739328,0.628123868,NEFH,1.240784595,0.176940932,0.805941663,NEFH,0.464447179,0.278979686,2.153097373,NEFH,0.784355169,0.120215736,1.274932632,NEFH,0.911322394,0.636015169,1.097306515,NEFH,1.287879158,0.341156168,0.776470365,NEFH,1.151801308,0.887668705,0.8682053,NEFH,0.698571434,0.481477522,1.431492831,NEFH,0.527369727,0.017294225,1.896202891,NEFH,0.467037428,0.000231573,2.141156018,NEFH,0.999261553,0.996966986,1.000738993,NEFH,1.075893882,0.85565597,0.929459696,NEFH,0.604202741,0.161470033,1.65507359
PAK1,0.38453964,0.2422108,2.60051211,PAK1,0.92067096,0.92010215,1.08616438,PAK1,1.45195616,0.16215791,0.68872603,PAK1,0.74521547,0.05782692,1.34189377,PAK1,2.052441916,0.407877975,0.487224507,PAK1,0.20221806,0.03885006,4.94515671,PAK1,0.59559823,0.39772945,1.67898417,PAK1,0.8317228,0.61940703,1.20232366,PAK1,0.61121564,0.41088064,1.63608378,PAK1,1.67184623,0.67507978,0.59814113,PAK1,0.87952548,0.56756912,1.13697673,PAK1,0.79283387,0.15276116,1.26129829,PAK1,0.8497052,0.48249785,1.17687876,PAK1,0.719026067,0.768256926,1.390770163,PAK1,1.408927788,0.061668032,0.709759584,PAK1,0.81239007,0.44887588,1.23093577,PAK1,0.67862842,0.01737501,1.47356044,PAK1,1.021913463,0.918871195,0.97855644,PAK1,1.337928959,0.166159855,0.74742384,PAK1,1.383072284,0.086008412,0.723028009,PAK1,1.13140603,0.727727758,0.883855993,PAK1,1.06113164,0.707832698,0.942390145,PAK1,2.139661512,0.282188727,0.467363643,PAK1,1.155615494,0.354945897,0.86533973,PAK1,1.308911184,0.171258766,0.763993778,PAK1,0.966025843,0.897464909,1.035168994,PAK1,1.921057238,0.574891667,0.520546697,PAK1,2.407777405,0.093328088,0.415320784,PAK1,0.949370989,0.841012982,1.053329005,PAK1,0.81912708,0.311805716,1.220811793,PAK1,1.019676133,0.919700922,0.980703546,PAK1,1.468847281,0.347476364,0.680805972,PAK1,0.823616543,0.542573913,1.214157253
PDCD4,0.38215188,0.25088523,2.61676064,PDCD4,0.87484373,0.8711148,1.14306129,PDCD4,0.7244095,0.22534891,1.38043468,PDCD4,0.84868894,0.29011142,1.178288,PDCD4,0.863886374,0.857976799,1.15755964,PDCD4,0.38228832,0.11962995,2.61582672,PDCD4,0.45184159,0.18646068,2.21316503,PDCD4,1.06762042,0.85687815,0.93666249,PDCD4,0.33928472,0.09773374,2.94737706,PDCD4,1.95E-09,0.99886892,512769236,PDCD4,1.35575938,0.17946524,0.73759401,PDCD4,0.78298789,0.13135301,1.27715896,PDCD4,0.78170661,0.28892341,1.27925233,PDCD4,1.36825918,0.685901541,0.730855685,PDCD4,0.79524905,0.217789119,1.257467709,PDCD4,0.39808209,0.00102411,2.51204469,PDCD4,0.95347836,0.76856783,1.04879151,PDCD4,0.96331457,0.861077216,1.038082503,PDCD4,0.699646061,0.090166157,1.429294119,PDCD4,0.513140997,0.000473474,1.948782118,PDCD4,0.983216675,0.962408602,1.017069813,PDCD4,0.743234663,0.064137252,1.345470079,PDCD4,0.9305343,0.914567404,1.074651413,PDCD4,0.917492622,0.580451095,1.089927021,PDCD4,0.910755568,0.633563739,1.097989445,PDCD4,0.947466172,0.844238966,1.055446653,PDCD4,0.496673152,0.545206225,2.01339653,PDCD4,0.95994777,0.939255013,1.041723343,PDCD4,0.736474071,0.24067506,1.357821055,PDCD4,0.819956728,0.312748779,1.219576553,PDCD4,1.119331997,0.558805607,0.893389989,PDCD4,1.30063154,0.514651855,0.768857258,PDCD4,0.847116416,0.605873702,1.180475294
PDGFRB,1.16950319,0.83774289,0.85506393,PDGFRB,0.78088524,0.76327363,1.28059791,PDGFRB,1.18009157,0.53249497,0.84739187,PDGFRB,1.10173692,0.53113921,0.9076577,PDGFRB,2.220703063,0.35782358,0.45030784,PDGFRB,1.5528043,0.45388586,0.64399616,PDGFRB,1.59453517,0.44723137,0.62714201,PDGFRB,0.72682631,0.38138043,1.37584452,PDGFRB,1.1618278,0.77931652,0.86071275,PDGFRB,551330272,0.99886097,1.81E-09,PDGFRB,1.80902707,0.00860854,0.55278333,PDGFRB,1.30359565,0.10625054,0.76710903,PDGFRB,0.84120016,0.45550488,1.18877772,PDGFRB,0.926681602,0.930725635,1.079119299,PDGFRB,1.055648975,0.767131369,0.947284584,PDGFRB,1.56181855,0.10492135,0.64027925,PDGFRB,1.26090781,0.15037897,0.79307939,PDGFRB,0.951671224,0.816004975,1.050783059,PDGFRB,1.38783731,0.121950181,0.720545551,PDGFRB,0.779515869,0.188100514,1.28284752,PDGFRB,2.278529517,0.031188546,0.438879546,PDGFRB,1.180790983,0.294581847,0.846889936,PDGFRB,1.31327758,0.684608846,0.761453645,PDGFRB,0.81057311,0.179384472,1.23369501,PDGFRB,1.106158743,0.607424038,0.904029378,PDGFRB,1.60405401,0.077349456,0.623420405,PDGFRB,0.226752697,0.2055823,4.410090877,PDGFRB,0.455330873,0.136712948,2.196205133,PDGFRB,1.14402865,0.603625827,0.874103984,PDGFRB,0.766746517,0.191938226,1.304211989,PDGFRB,1.261382577,0.232940835,0.792780888,PDGFRB,0.836877971,0.659091104,1.194917341,PDGFRB,1.762304583,0.085521682,0.567438801
